app_package,review,rating,votes,date,uid,formated_date,unix_timestamp,app_category
com.netgear.netgearup,"nice, easy setup",4,0,"June 15, 2021",CSrR3BbcNicyjiNX,2021-06-15,1623729600.0,Productivity
com.sago.anyue,Great app love most of stories,4,0,"March 18, 2022",CSrR3BbcNicyjiNX,2022-03-18,1647576000.0,Books & Reference
com.squareenixmontreal.deusexgo,Another great game from square Unix. Perfect game for those bored of the traditional fps,5,0,"December 3, 2017",CWpjjlfMJlfGaDFZ,2017-12-03,1512277200.0,Puzzle
com.myapp.sweethouse,Designed well but hoping that the design team will come up with a more coherent and exciting spaces and statement pieces.,3,1,"July 3, 2019",CWpjjlfMJlfGaDFZ,2019-07-03,1562126400.0,Casual
fi.twomenandadog.walkmaster,levels are repeting i am on 952 level and all the levels are same do somthing and. make some new level,3,0,"December 2, 2019",CWpjjlfMJlfGaDFZ,2019-12-02,1575262800.0,Action
gbis.gbandroid,"I wish you would list stations that sell diesel fuel for regular cars and trucks.nice update to my suggestion, thanks.. now why isn't the app working",3,0,"May 11, 2021",CWpjjlfMJlfGaDFZ,2021-05-11,1620705600.0,Travel & Local
com.lemonjamstudio.infiniteknights,It is a good game but need improvement,4,0,"September 13, 2021",CWpjjlfMJlfGaDFZ,2021-09-13,1631505600.0,Role Playing
com.grint.thegrint.pro,"Probably the best golf app I have used, especially the stats available on the free version. Only complaint is the distances are in yards when you do a flyover of a course, even of you set it to metric. The total distance is in metres, but the lay-up, front, centre and back measurements stay in yards.",4,0,"December 21, 2021",CWpjjlfMJlfGaDFZ,2021-12-21,1640062800.0,Sports
com.tuya.smartlife,test shows very good of led light control,5,0,"March 3, 2022",CWpjjlfMJlfGaDFZ,2022-03-03,1646283600.0,Lifestyle
com.UCMobile.intl,nice app,1,0,"March 4, 2022",CWpjjlfMJlfGaDFZ,2022-03-04,1646370000.0,Communication
com.outfit7.talkingben,"I am a kid who will rate Talking Ben the Dog and I rate it out of like 3 because When i watch IShowSpeed the Youtuber and When he asks Ben that did he love God and like Ben said ""No"" So i downloaded this game and then i asked Ben did he loved God and its real so if he does NOT love God hes Evil so Yeah go ask if he loves God",3,8,"March 4, 2022",CWpjjlfMJlfGaDFZ,2022-03-04,1646370000.0,Entertainment
com.kiwiwalks.witchspring_lan_en,Great game,5,0,"November 9, 2015",CcjR3eWpEL45M8Pe,2015-11-09,1447045200.0,Role Playing
com.vmn.android.comedycentral,Good app,4,1,"December 13, 2016",CcjR3eWpEL45M8Pe,2016-12-13,1481605200.0,Entertainment
com.JazzaStudios.JazzasArtyGames,Arty games gets you to be creative,5,0,"July 30, 2018",CcjR3eWpEL45M8Pe,2018-07-30,1532923200.0,Casual
jp.konami.wecc,good game in the world,5,2,"January 31, 2019",CcjR3eWpEL45M8Pe,2019-01-31,1548910800.0,Sports
com.docusign.ink,Not sure about it yet.,3,0,"July 15, 2021",CcjR3eWpEL45M8Pe,2021-07-15,1626321600.0,Productivity
com.everywear.game5,"CAN'T GET UPDATE REQUIRED TO PLAY! AGAIN! Always have to wait a couple of days for update to come through.. WHY Feb 8 new update required to play, but not avail, again",2,1,"February 8, 2022",CcjR3eWpEL45M8Pe,2022-02-08,1644296400.0,Puzzle
com.kii.safe,"Does the job well, however, once they are in the app, there's limited ability to order the photos which just seems like a no brainer to me. When imported, they arrive randomly so if you have photos coming in over many time periods, they will lose that chronology.",3,0,"January 24, 2019",Ceg8fagsFTN0rthC,2019-01-24,1548306000.0,Photography
com.game.idle.fantasy,"this game is one of those boring wait 5 hours for a rock, unless you give us money type of game. rip-off from idle hereos and they couldn't care less about thier costomers.",1,0,"July 18, 2019",Ceg8fagsFTN0rthC,2019-07-18,1563422400.0,Role Playing
com.edjing.edjingdjturntable,good app not working after 1 time again start or not start,3,0,"October 18, 2019",Ceg8fagsFTN0rthC,2019-10-18,1571371200.0,Music & Audio
com.vespainteractive.KingsRaid,i stop after all the male costume being gay,1,0,"May 21, 2021",Ceg8fagsFTN0rthC,2021-05-21,1621569600.0,Role Playing
com.gait.MoveHouse3D,"Lol, this game sux due to ads.. if i had a 10th of a cent for every add... wait you rude developers sorta do... can't wait till this phase of super laaaame ad bomblaster games wears off. Oh well back to ps4.",1,2,"February 8, 2022",Ceg8fagsFTN0rthC,2022-02-08,1644296400.0,Puzzle
com.indeed.android.jobsearch,"Indeed is the best , it's easy to understand and apply BIG LOVE to indeed 💘💕",5,0,"February 15, 2022",Ceg8fagsFTN0rthC,2022-02-15,1644901200.0,Business
com.playstudios.showstar,great,5,0,"March 12, 2022",Ceg8fagsFTN0rthC,2022-03-12,1647061200.0,Casino
com.JazzaStudios.JazzasArtyGames,This app helped to improve my drawings In a fun entertaining way. It also helps with my artist blocks.,5,0,"February 15, 2018",CjyzpjM1zF9vhBmq,2018-02-15,1518670800.0,Casual
com.linefriends.lfbt21,"For some reason I can't login to this game I'm not sure why , but it keeps telling me to login again I even uninstalled and re-installed the game but it still have me the same problem. I'm sure it's a great game but I would like an explanation",3,0,"April 3, 2018",CjyzpjM1zF9vhBmq,2018-04-03,1522728000.0,Puzzle
com.miga.mytvshows,❤❤❤❤,4,0,"January 18, 2021",CjyzpjM1zF9vhBmq,2021-01-18,1610946000.0,Education
com.chickfila.cfaflagship,App used to be great. Worked flawlessly but recently its been glitching and bugging out. Impossible to get an order in for pick up! Always gives an error message!,1,0,"February 28, 2022",CjyzpjM1zF9vhBmq,2022-02-28,1646024400.0,Food & Drink
com.google.android.apps.chromecast.app,"I've spent thousands on google products that are always offline. Then there is no back up, noway to connect. The local area network should still work and show the cameras at a minimum.",1,0,"March 28, 2022",CjyzpjM1zF9vhBmq,2022-03-28,1648440000.0,Lifestyle
com.doodlejoy.colorbook.s1,Awesome,5,0,"July 18, 2015",CqSCFGFGyrEFhDA2,2015-07-18,1437192000.0,Casual
com.game.idle.fantasy,Nice,3,0,"April 22, 2018",CqSCFGFGyrEFhDA2,2018-04-22,1524369600.0,Role Playing
com.camelgames.superking,"If you want people way higher level farming your lower level castle, play this game. Makes it impossible to grow. Extremely pay to win.",1,5,"November 4, 2018",CqSCFGFGyrEFhDA2,2018-11-04,1541304000.0,Strategy
app.habitaclia2,fantastic,5,0,"July 21, 2019",CqSCFGFGyrEFhDA2,2019-07-21,1563681600.0,House & Home
com.neenbo,This is saying that no connection,5,0,"July 9, 2020",CqSCFGFGyrEFhDA2,2020-07-09,1594267200.0,Dating
io.voodoo.holeio,The first problem is it is impossible to get past level 19 and whenever the last two people are level 19 it is impossible to eat them therefore you have to leave the game in order to even be able to get to a different one so unless you want more people to play it I advise you take out all of the harder things to do and make the Skins easier to get and just fix stuff or else no one's going to play this game,3,1,"September 30, 2020",CqSCFGFGyrEFhDA2,2020-09-30,1601438400.0,Arcade
com.gamma.scan,Eats battery and overheats phone if you don't close it after use. It seems to keep camera on after you open the URL,1,5,"February 10, 2021",CqSCFGFGyrEFhDA2,2021-02-10,1612933200.0,Tools
zombie.shooting.dead.city,Awsome,5,0,"February 16, 2021",CqSCFGFGyrEFhDA2,2021-02-16,1613451600.0,Action
com.stitcher.app,If you are reading this please tell me how to change the download locatio n on this update its not letting me,4,0,"April 4, 2021",CqSCFGFGyrEFhDA2,2021-04-04,1617508800.0,Music & Audio
com.hotheadgames.google.free.survivors,Rubbish online game..i thought it is offline so i downloaded,1,1,"September 18, 2021",CqSCFGFGyrEFhDA2,2021-09-18,1631937600.0,Action
air.com.stoicstudio.BannerSaga,"Why do you need access to my photos, files, and media? I don't think any of that is your business. Why not just be a game. What reason do you have to need this info. Do you sell our information? Seems very greedy and I wish you respectful of our privacy.",1,0,"September 14, 2019",Cs8Y9tG9qz1H5Fnf,2019-09-14,1568433600.0,Role Playing
com.instagram.android,I am still getting used to Instagram and enjoy watching the little videos. The problem I'm experiencing is the volume controls on here are insane. I am forever on the volume bar because one video will be very quiet so I can hardly hear it and then the next one will shatter the windows being loud. Very irritating.,3,66,"January 14, 2022",Cs8Y9tG9qz1H5Fnf,2022-01-14,1642136400.0,Social
com.wego.android,Excellent,5,0,"January 23, 2022",Cs8Y9tG9qz1H5Fnf,2022-01-23,1642914000.0,Travel & Local
com.gameloft.android.ANMP.GloftA8HM,"this is a super cool game to play , has great cars and features wow ::))",4,0,"February 18, 2022",Cs8Y9tG9qz1H5Fnf,2022-02-18,1645160400.0,Racing
com.squareup.cash,Good app,5,0,"March 26, 2022",Cs8Y9tG9qz1H5Fnf,2022-03-26,1648267200.0,Finance
cm.confide.android,Amazing!,5,0,"April 26, 2014",CtM1FXcWM7GubEoz,2014-04-26,1398484800.0,Business
com.word.puzzle.game.connect,Everyone claiming false advertising is right. Ads and this page make it look like multiple word games you can pick and play. But it's just a lesser Word Scapes with bad timed challenges that contain the other games that are heavily featured in the ads. The ad I saw didn't even show the main gameplay at all. Remove the timer and make the challenges alternate game modes and then this will be a decent game.,1,1,"October 9, 2018",CtM1FXcWM7GubEoz,2018-10-09,1539057600.0,Word
com.magicv.airbrush,"Great work can be done on this app even only with the free version ♥️ I loved when they used to have premium features as an extra if you watched a few ads, as I really didn't mind. But it is pretty brilliant anyway!!",4,8,"June 7, 2020",CtM1FXcWM7GubEoz,2020-06-07,1591502400.0,Photography
com.fedex.ida.android,"It's so helpful to know when a package is arriving. You can add delivery instructions or have the package held at a safe, convenient alternate pick up site if you're not home, a good way to prevent porch piracy!",5,2,"December 9, 2020",CtM1FXcWM7GubEoz,2020-12-09,1607490000.0,Business
jp.gungho.teppen,"I love the game but I've lost so much money on it because I had to reset my phone and I feel like I can never get back to where I was with the amount of cards I had. It's really upsetting. Now the game is locked on ""I need to update to a newer version"" even though I have the newest version. Ugh.",1,7,"July 1, 2021",CtM1FXcWM7GubEoz,2021-07-01,1625112000.0,Card
com.intsig.camscanner,"Easy to use app, high quality scanning. Nice tool!!",4,0,"January 20, 2022",CtM1FXcWM7GubEoz,2022-01-20,1642654800.0,Productivity
racearena.io,Its amazing 👏 😍 🙌,5,0,"February 23, 2022",CtM1FXcWM7GubEoz,2022-02-23,1645592400.0,Racing
com.neowizgames.game.browndust.srpg.global,Genuinely great experience if you enjoy team builder type games. They give you a lot of free characters (selection tickets that lets you choose the characters you want instead of random free units) that are basically maxed levels but there's still plenty of ways to make ur team stronger so you're not totally op with just the characters alone. That's just one part of many in this great game. I'm sure I'll be playing for a long time.,5,14,"February 24, 2022",CtM1FXcWM7GubEoz,2022-02-24,1645678800.0,Role Playing
com.pixelbite.ga2,Give us more space on the road and too much of traffic reduce it little at some roads,5,1,"November 5, 2018",Cttp7rBO6j3BfUuV,2018-11-05,1541394000.0,Action
com.sparkine.muvizedge,Best visual affects...nice app,5,0,"June 1, 2021",Cttp7rBO6j3BfUuV,2021-06-01,1622520000.0,Personalization
com.google.android.apps.searchlite,The app is very light and superfast in giving results.. But my problem is it doesn't go to dark mode even if I have system dark mlde on in galaxy f62.. please give an option to change the app theme inside the app.. I like to use apps in dark mode.. And this is my favourite app when I need some quick searches..,4,225,"July 15, 2021",Cttp7rBO6j3BfUuV,2021-07-15,1626321600.0,Tools
com.axlebolt.standoff2,Good,3,0,"January 12, 2022",Cttp7rBO6j3BfUuV,2022-01-12,1641963600.0,Action
com.media.zatashima.studio,"Did everything I hoped for, took me a few goes but quite easy!",5,0,"January 26, 2022",Cttp7rBO6j3BfUuV,2022-01-26,1643173200.0,Photography
vn.com.hikergames.fpsfreeze,"There us a glitch in the cycle missions you guys missed. On the last mission with the saw blades, I got hit by a blade that passed thru a wall.",4,13,"December 1, 2017",Cx8hCCTUNzSqzZ2e,2017-12-01,1512104400.0,Action
com.easybrain.block.puzzle.games,"Seemed like a fun little time suck with a light mental challenge at first but the ads became so intrusive that they slowed down the movement of puzzle pieces. The ads between games last too long as well. As with most mobile games, this one is just not worth wasting the time and data.",1,1,"January 5, 2020",Cx8hCCTUNzSqzZ2e,2020-01-05,1578200400.0,Puzzle
com.nimblebit.legotower,🧛‍♀🧛‍♀🧛‍♀🧛‍♀🧛‍♀,1,0,"July 22, 2020",Cx8hCCTUNzSqzZ2e,2020-07-22,1595390400.0,Simulation
com.gm_shaber.dayr,"Unenjoyably difficult. Your weapons are weaker than air filled boxing gloves and the enemies always hit criticals on you. Radiation is extremely severe everywhere and youre never given enough stuff to deal with it. Enjoy spending WEEKS picking dandelions to clear your rads. First boss fight was so one sided, 500 hp and my weapons do like 30 a hit. Turn based combat leaves you vulnurable in every fight. Just not a fun game. So much grind and for what? To die over and over?",2,20,"January 14, 2022",Cx8hCCTUNzSqzZ2e,2022-01-14,1642136400.0,Role Playing
com.google.android.apps.youtube.creator,Yotube studio team my thumbnail is not set on studio app i just click custum thumbnail the stidio app is back please reply me,3,0,"February 3, 2022",Cx8hCCTUNzSqzZ2e,2022-02-03,1643864400.0,Video Players & Editors
com.google.android.play.games,"I can't open the app. So I can't log in to it and when I uninstall a game, it won't save it can the devs please fix this. I've uninstalled and reinstalled it multiple times and it still won't work and I have to hit not sure because I don't know if it is good or bad.",3,7,"February 23, 2020",Cxi9s1cR318tnyGo,2020-02-23,1582434000.0,Entertainment
br.com.tapps.evolutiongalaxy,The game is okay it gets boring after time but it's like all the other merge games but with a lot more stuff to do,3,0,"March 28, 2021",Cxi9s1cR318tnyGo,2021-03-28,1616904000.0,Casual
com.gameloft.android.ANMP.GloftA3HM,It's a good game but buying consumables is expensive,3,0,"June 5, 2021",Cxi9s1cR318tnyGo,2021-06-05,1622865600.0,Arcade
com.axlebolt.standoff2,"It seems like a good game, but the lack of aim assist and auto-fire makes it difficult to play on mobile. 7.5/10",3,1,"December 21, 2021",Cxi9s1cR318tnyGo,2021-12-21,1640062800.0,Action
com.braindom2riddle,"Absolutely rubbish, ads ads and more ads and as for calling it 'braindom', you don't really need much of a brain for this, I tried 3 levels and couldn't take no more, simple and completely boring.",1,36,"January 2, 2022",Cxi9s1cR318tnyGo,2022-01-02,1641099600.0,Word
com.zymobile.dream.villa,Really good game. I have been playing for over 20 minutes and I haven't had a single ad,5,11,"February 20, 2022",Cxi9s1cR318tnyGo,2022-02-20,1645333200.0,Casual
com.experian.android,"good app to keep up with your credit score and report. Also, great plus that it is free. You only have to pay if you get all three scores which I am thinking about doing soon! Another great feature that really helped me was when a fraudulent inquiry came up on my report immediately when someone tried getting s credit card in my name and purchase items the same day! Because the app displayed this info immediately on my report, I received notification and was able to report everything right away!",4,138,"February 3, 2019",Czxt4ZY2DHO3MgV3,2019-02-03,1549170000.0,Finance
app.dogo.com.dogo_android,my dog doesn't even get the clicker...,1,2,"June 10, 2019",Czxt4ZY2DHO3MgV3,2019-06-10,1560139200.0,Education
com.etermax.trivia.preguntados2,Many ads,4,0,"April 3, 2020",Czxt4ZY2DHO3MgV3,2020-04-03,1585886400.0,Trivia
com.microsoft.office.lync15,"It's a wonderful app facilitating with remotely communication, meeting and sharing. Excellent quality!",5,1,"May 11, 2020",Czxt4ZY2DHO3MgV3,2020-05-11,1589169600.0,Business
com.imgur.mobile,App crashes multiple times a day. Comments don't always load. Your comment disappears. Checking notifications causes a crash. Getting in an image loop is frequent again. And the ads have gotten out of hand. Used to be able to at least close ones on the images but no longer. It is almost unusable now. It's like they are breaking the app to crowbar in more ads.,1,84,"October 31, 2021",Czxt4ZY2DHO3MgV3,2021-10-31,1635652800.0,Video Players & Editors
com.lemonjamstudio.infiniteknights,Kkk,5,0,"March 15, 2022",Czxt4ZY2DHO3MgV3,2022-03-15,1647316800.0,Role Playing
com.wb.goog.lbbg,Too many glitches,2,21,"February 18, 2016",D0kxj1bGzCHXZZYo,2016-02-18,1455771600.0,Adventure
com.yourstoryinteractive.sails.pirate.adventure,This app is like a book. A lot of reading and hardly any choices to make. I got through the first episode hoping things would pick up but they didnt. I stopped on the second episode because i couldnt take it any longer. There were plenty of times when the app creator could've added more choices but they didnt. They also dont immerse you into the story because they talk about your character in the third person so its hard to follow along. Not worth my time.,2,3,"March 3, 2020",D0kxj1bGzCHXZZYo,2020-03-03,1583211600.0,Simulation
com.word.puzzle.game.connect,Best ever game for English learning and education,5,0,"March 5, 2021",D0kxj1bGzCHXZZYo,2021-03-05,1614920400.0,Word
puzzle.merge.family.mansion,Addicted to the game! Love it.. few glitches which frustrated me... But still fun,4,1,"May 10, 2021",D0kxj1bGzCHXZZYo,2021-05-10,1620619200.0,Casual
com.minigame.wszj.android.gp,this is game is very fun i love it,4,0,"October 13, 2021",D0kxj1bGzCHXZZYo,2021-10-13,1634097600.0,Arcade
com.hidea.cat,It's absolutely adorable. There are several different facets that I stay entertained. From dressing up the cats to actually paying attention to what costume does what. 5 stars all the way.,5,0,"March 11, 2022",D0kxj1bGzCHXZZYo,2022-03-11,1646974800.0,Simulation
com.nanoo.darksword,My data got lost,2,0,"October 2, 2016",D21sHYUINMQavMhN,2016-10-02,1475380800.0,Role Playing
com.playkot.supercity,"Please fix my game, 'cause I can't continue build the airport. Thank you",2,4,"December 18, 2017",D21sHYUINMQavMhN,2017-12-18,1513573200.0,Simulation
com.mad.ducklife,Why do I have to pay to go tyo arctic?,3,0,"March 7, 2018",D21sHYUINMQavMhN,2018-03-07,1520398800.0,Sports
com.tplink.tether,"Always has been so, so. Not difficult to set up yet when having to reset can be a bit of a challenge",3,0,"October 25, 2020",D21sHYUINMQavMhN,2020-10-25,1603598400.0,Tools
com.dlink.mydlinkunified,Please go back to the old version. The new update seems to have alot of problem! New update is worst!!! I cant even review past videos now!!!,1,0,"March 9, 2021",D21sHYUINMQavMhN,2021-03-09,1615266000.0,Productivity
com.d3p.mpq,"The new board update sucks, hate that it dims when it's the opponents turn",2,3,"March 16, 2021",D21sHYUINMQavMhN,2021-03-16,1615867200.0,Role Playing
com.axlebolt.standoff2,Please add gyroscope,2,0,"October 7, 2021",D21sHYUINMQavMhN,2021-10-07,1633579200.0,Action
com.nexstreaming.app.kinemasterfree,I am extremely happy with this app and would recommend everyone to use this app for mobile editing.It is THE BEST APP for mobile editing. I just want to give two suggestions 1. It should have options for inserting tables. 2.It should have features for making hierarchy. It should include some essential features that are otherwise present in powerpoint presentation.,5,9,"March 24, 2022",D21sHYUINMQavMhN,2022-03-24,1648094400.0,Video Players & Editors
com.frojo.cat,This is very hard. this under the talking angale game. but no thing i like this game. very sweet game. i like pet game. beatiful game. i have play 50 pet game my life. cat is my favourite game. sometimes i play talking angale . interesting game. thank you sory to let your tim,5,29,"November 28, 2019",D2wTUNHdo71xWFec,2019-11-28,1574917200.0,Casual
com.game.idle.fantasy,"Nice character artwork, so far easy gameplay (not to easy, not too complicated). Load speed is a turnoff tho. Only been playing for an hour, may change rating if something improves gameplay.",2,5,"November 12, 2020",D2wTUNHdo71xWFec,2020-11-12,1605157200.0,Role Playing
com.healthifyme.basic,Very helpful in keeping track of healthy food intake and calorie consumption,4,2,"November 24, 2020",D2wTUNHdo71xWFec,2020-11-24,1606194000.0,Health & Fitness
com.bitmango.go.wordcookies,"Still playing, love this game! 👍. Still loving the game, but there is a glitch when spinning the wheel for points. It wont go the second time around. And I was enjoying word cookies 2, until you wanted to go the 15 levels without a star levels, that's not fair. U said u made improvements, I updated & u give me the same games I played last week, bugs not fixed!",5,105,"November 21, 2021",D2wTUNHdo71xWFec,2021-11-21,1637470800.0,Word
com.hidea.cat,"The game is cute and fun. However, that is overshadowed by the cost of upgrades. While some can be achieved through in game play, others range from $5 to $46. That doesn't include the large gem purchase that's over $80. I just can't see any justification for these virtual items to be so expensive, especially for this type of game.",3,1,"January 25, 2022",D2wTUNHdo71xWFec,2022-01-25,1643086800.0,Simulation
com.wego.android,I like it,3,0,"September 2, 2018",D4LVkDxVUgEFykt2,2018-09-02,1535860800.0,Travel & Local
com.affirm.central,"I don't know...... Got approved thru a vendor, they still send me emails that I have XX available to spend. I DON'T. Ok, dl the app, set up my card to pay them....NO CREDIT CARDS. They ONKY want your debit or BANK ACCOUNT. Misleading, since they took it for the amount over my credit line! Now, I read all the these ONE STAR reviews, and I'm worried.......",3,0,"March 13, 2021",D4LVkDxVUgEFykt2,2021-03-13,1615611600.0,Shopping
org.videolan.vlc,"I'm surprised it also supports HEVC Codex with 10 bit. And best part is, it's for free. But please make it more stable. When I start video in starting audio mute for 2 seconds then starts after 2 seconds. That's why I can't hear 2 second voice. It's like it's crashing. This is small problem so you can fix it. And if I get a proper job I will fund you for sure. VLC is best of all 🤘🤘🤘🤘🤘🤘.",5,558,"March 26, 2021",D4LVkDxVUgEFykt2,2021-03-26,1616731200.0,Video Players & Editors
com.bose.bosemusic,Experiencing connection problems between app and device for the price you pay it's terrible. Good sound quality but what is the point of it if you get disconnected???? Worthless,2,2,"December 30, 2021",D4LVkDxVUgEFykt2,2021-12-30,1640840400.0,Music & Audio
com.memoriki.fullhousecasino,"This game started off good, until it began having multiple glitches. Then, it became gradually harder to get coins to keep getting to multiple levels. 8 days and I am at level 26, as of today and the app decided to retry after I had left the game, while my button for the slots was on automatic for 200 spins. I retried, with my FB user account and it sent me back to level 1, to the beginning! Lost a chance to get real cash, to get to level 30! Too many bugs in this platform and a waste of time.",1,7,"February 9, 2022",D4LVkDxVUgEFykt2,2022-02-09,1644382800.0,Casino
co.mona.android,Wonderful,5,0,"March 20, 2022",D4LVkDxVUgEFykt2,2022-03-20,1647748800.0,Finance
com.axlebolt.standoff2,"i would give everything 5 stars if the game is better. The game could matchmake me into a new game and not a game that has already started. If Standoff 2 have ranked mode or competitive mode or tournaments, the game would have beedn so much better",3,5,"November 28, 2018",D5ALmeBOOiuvIC00,2018-11-28,1543381200.0,Action
slide.watchFrenzy.premium,"Ads still appear even after buying. They show up as ads in the app and also as notifications, which is still an ad in my opinion. Also, a large number of watches are not covered in the premium purchase but rather $1.99 each. Definitely a money grab.",1,38,"February 24, 2019",D5ALmeBOOiuvIC00,2019-02-24,1550984400.0,Personalization
com.gaana,More ad is coming it's irritating😖😖😖😖,2,0,"September 26, 2021",D5ALmeBOOiuvIC00,2021-09-26,1632628800.0,Music & Audio
com.google.android.apps.googlevoice,Best of the second number\texting application.. better than TextNow and other's by far... Only thing wrong with application is sometimes the app doesn't work correctly whenever I get called I get no ringing and notification sounds. UNLESS the app is opened in tablet or phone. Please fix if possible,4,3,"January 19, 2022",D5ALmeBOOiuvIC00,2022-01-19,1642568400.0,Communication
com.world.monster.builder.sun.craft,Sachin,4,0,"February 19, 2022",D5ALmeBOOiuvIC00,2022-02-19,1645246800.0,Simulation
com.rescue.agent,Action pack,4,0,"March 26, 2022",D5ALmeBOOiuvIC00,2022-03-26,1648267200.0,Action
com.disney.wdw.android,Overall pretty easy to use. The GUI needs work. Not as interactive as it should be. Think of simplifying the buttons for easy access and less filtering.,3,0,"May 9, 2019",DCygcjD5xgwINpxF,2019-05-09,1557374400.0,Travel & Local
gov.irs,Love the ethnics of the App. But it's a bit hard to see the house 😔 throughout it obligareory standards. Coronavirus.,5,3,"October 29, 2020",DCygcjD5xgwINpxF,2020-10-29,1603944000.0,Finance
com.musicplayer.mp3player.media.musicplayer2020,"Ads, ads, ads",1,0,"December 28, 2020",DCygcjD5xgwINpxF,2020-12-28,1609131600.0,Music & Audio
com.koalitygame.prizefighters2,"Great game, best boxing game I've played on the app store. One thing I would like to see in the future is agreement on weight before fights, along with challenges from fighters from different weight classes, especially If you have the belt from those classes",5,18,"May 3, 2021",DCygcjD5xgwINpxF,2021-05-03,1620014400.0,Sports
it.rortos.realflight,Aayush chill flash,3,0,"May 9, 2021",DCygcjD5xgwINpxF,2021-05-09,1620532800.0,Simulation
com.adobe.spark.post,"The app is well, kindly return that feature that allows users to elongate icons",5,0,"September 25, 2021",DCygcjD5xgwINpxF,2021-09-25,1632542400.0,Art & Design
com.bitmango.go.mahjongsolitaireclassic,Relaxing,4,0,"December 7, 2021",DCygcjD5xgwINpxF,2021-12-07,1638853200.0,Puzzle
com.gameloft.android.ANMP.GloftAGHM,"This is a good game but not more than asphalt 8. But, I like this because there is no gamloft racing games under 100 mb. But, it has only 45 mb. Like seriously?",5,38,"January 13, 2022",DCygcjD5xgwINpxF,2022-01-13,1642050000.0,Racing
th.in.siamgame.ggplay.yxzh,trnclate,1,0,"January 19, 2015",DI61Op40uay5R2SD,2015-01-19,1421643600.0,Role Playing
com.pixeltoys.freeblade,It's a mobile game. Work definitely went into it. Half of which went towards the microtransaction market.,2,0,"December 16, 2017",DI61Op40uay5R2SD,2017-12-16,1513400400.0,Action
com.word.puzzle.game.connect,"I downloaded this game under false pretenses. They show an ad for a ""challenge"" and you won't see it until you're level 50 or higher. The word game tho is just boring.",1,0,"September 13, 2018",DI61Op40uay5R2SD,2018-09-13,1536811200.0,Word
com.appxplore.crabwar,Good game (Mr.polo),3,0,"November 26, 2019",DI61Op40uay5R2SD,2019-11-26,1574744400.0,Adventure
org.readera,Add better pdf support. For example a feature to make the text larger,3,0,"May 27, 2020",DI61Op40uay5R2SD,2020-05-27,1590552000.0,Books & Reference
com.pinger.textfree,"Texting is awesome but phone calls need work, after about ten minutes the other person can no long hear me talk so we have to hang up and call back if we want to keep chatting.",3,1,"September 19, 2020",DI61Op40uay5R2SD,2020-09-19,1600488000.0,Social
com.bubadu.duddu,"Very Nice, Cute & Beautiful Game. Duddu is Very Very Good Duddu. This Game totally Deserves 5 Stars 🏅🏅🏅🏅🎁🎉🎊",5,12,"December 26, 2020",DI61Op40uay5R2SD,2020-12-26,1608958800.0,Casual
games.onebutton.golfbattle,"My name is mohit arora, Game is running good. But from last few days game app is started crashing automatically. Many time it's get automatically closed, app also crash at the time when I going to open any Chest or collecting coins, so this way app also eating my rewards. Please look into that and resolve issues.",5,9,"June 7, 2021",DI61Op40uay5R2SD,2021-06-07,1623038400.0,Sports
com.epicstory.beybladeburst,Nice game I like this game,4,0,"July 24, 2021",DI61Op40uay5R2SD,2021-07-24,1627099200.0,Puzzle
com.amadeus.cmt.client.android,Didn't like it because you can't even cancel flights or change them,1,0,"June 25, 2017",DKeRUmsY19d5kHQy,2017-06-25,1498363200.0,Travel & Local
com.sega.d2megaten.en,Liked it when I could play. Currently will not load 1/2 the time (the screen will just be blank after I open the app).,3,1,"July 28, 2018",DKeRUmsY19d5kHQy,2018-07-28,1532750400.0,Role Playing
com.happyfish.piratecode,its decent give it ago,4,0,"July 1, 2019",DKeRUmsY19d5kHQy,2019-07-01,1561953600.0,Action
mymacros.com.mymacros,Complicated,2,1,"August 27, 2019",DKeRUmsY19d5kHQy,2019-08-27,1566878400.0,Health & Fitness
com.klab.lovelive.allstars.global,Good,5,0,"June 30, 2021",DKeRUmsY19d5kHQy,2021-06-30,1625025600.0,Adventure
me.id.auth,I am trying to add my id and this app is horrible. The website that is attached to the IRS is not any better. I have an account but it will absolutely not accept my id because only one piece of information is disfavored. And that's my phone number. It constantly says it can't verify my account when I get to the step of adding my phone number. Ridiculous.,1,14,"July 16, 2021",DKeRUmsY19d5kHQy,2021-07-16,1626408000.0,Productivity
org.n277.lynxlauncher,"Almost the perfect launcher, but I would love the ability to move dock to bottom. It would just be more reachable there.",4,3,"February 4, 2022",DKeRUmsY19d5kHQy,2022-02-04,1643950800.0,Personalization
com.lyrebirdstudio.toonart,Slow ro download,1,0,"March 31, 2022",DKeRUmsY19d5kHQy,2022-03-31,1648699200.0,Photography
com.hcsc.android.providerfinderil,"Needed to restart the phone after the install, it just kept crashing before the restart. App is good, quick access to everything I need. No need to go to website.",4,4,"May 16, 2017",Dgfkw6nDyWTLEEuK,2017-05-16,1494907200.0,Medical
com.vmn.android.comedycentral,Never ever consistently works without having to shut down and reload. Every. Single. Time. -5 stars,1,2,"August 15, 2019",Dgfkw6nDyWTLEEuK,2019-08-15,1565841600.0,Entertainment
